66.3119116,-136.6973044
66.3119116,-136.6973044
71.3027824,-156.741063
67.8442387,-149.8169965
36.7544911,-121.7653004
47.3852174,-70.0192668
48.84430949999999,-67.5724917
41.9777265,-71.069006
52.7934947,-67.0898376
47.3391897,-122.2450851
51.1517871,-68.2857355
61.9373349,-136.1791645
60.7524948,-137.5101418
60.2766276,-134.3382431
61.8001838,-132.0326776
19.6517988,-155.0498501
19.6853442,-155.1432159
19.7323553,-155.0897774
19.4004802,-155.3368743
19.4297222,-154.8833333
19.506111,-154.8486111
19.4727477,-154.8718642
34.6158846,-82.9429788
21.9200384,-159.5620616
22.0624135,-159.664554
22.202785,-159.4081003
22.0567716,-159.3793474
20.7989141,-156.9519966
20.7798208,-156.9030969
37.3250281,-121.8333067
20.8489517,-156.6569813
20.9318319,-156.6819439
21.9838577,-159.3504917
22.0772702,-159.3572338
21.4276504,-158.1789074
20.09688,-155.5162566
21.9631656,-159.3678452
21.9814499,-159.3500846
22.0095147,-159.3793266
21.9668008,-159.7079592
22.0726785,-159.6656013
21.9149198,-159.4857878
21.9277389,-159.4688036
21.0562305,-156.8641189
20.9690835,-156.5395148
19.5305572,-155.1316189
19.5816861,-155.1698938
19.425507,-154.9486176
19.6232033,-155.0387605
20.1113254,-155.8763931
19.9114828,-155.7745875
19.8348992,-155.9334237
20.0983353,-155.8713975
20.02378,-155.7464346
20.1215533,-155.7913959
20.2389922,-155.8477011
28.3802101,75.6091696
20.8546661,-156.1694682
20.8961956,-156.290486
19.6070667,-155.9765776
19.6272433,-155.96808
19.6713881,-156.0126794
19.7203289,-156.0055885
19.6639764,-155.9817215
19.4665093,-155.9190985
19.4693977,-155.9104787
19.4847911,-155.9144596
19.5997306,-155.9601626
19.7948714,-155.4596429
20.8472496,-156.4856139
20.892207,-156.4649154
20.8952149,-156.4789012
20.8299565,-156.4660486
20.8824402,-156.4632384
20.8906437,-156.4462768
20.7406491,-156.4542466
20.704338,-156.4402774
20.6615186,-156.0461405
20.7425866,-156.3326561
20.7969219,-156.48647
20.9094318,-156.4908073
20.7951384,-156.3094708
20.8485679,-156.3178406
21.4067808,-157.7662533
21.4024457,-157.7492354
21.4090299,-157.7437533
21.3421423,-157.7063051
21.3729466,-157.732292
21.3893092,-157.7397648
21.3933445,-157.74481
21.3983433,-157.7326554
21.291155,-157.6944044
21.145598,-157.1193694
21.4256439,-158.0538968
21.557136,-157.8764854
21.5034861,-158.0530242
21.4544292,-158.0076433
21.4135976,-157.771274
20.918708,-156.3136408
21.2925959,-157.831075
21.2906891,-157.8370214
21.2838461,-157.8011282
21.3227486,-157.8806314
21.2896066,-157.8435706
21.3077739,-157.8609436
21.34975,-157.8251238
21.3689433,-157.834459
21.3467489,-157.8606893
21.2998625,-157.8440723
21.30093,-157.8414284
21.3810873,-157.933063
21.3684062,-157.9230881
21.3580068,-157.8995319
21.5340512,-158.0850308
21.5795072,-158.1241298
21.5081742,-158.0464345
21.4591897,-158.1692318
21.3302595,-158.0533873
21.3444876,-158.0258385
21.3194409,-158.0983975
21.3397019,-157.8966859
21.3229126,-157.8745541
21.337699,-157.8838091
21.4018655,-157.9508078
21.394081,-157.9350395
21.4211438,-158.0033417
21.2754404,-157.825004
60.55491139999999,-151.2597037
60.2873902,-151.2828304
60.4794099,-150.8786297
60.6398726,-150.8251538
32.5720871,-93.6781809
60.473985,-150.3274391
61.7911178,-147.6756775
63.2438663,-149.2518748
63.1683834,-147.5426377
60.1317979,-149.3654931
63.8838789,-160.3881598
57.6147639,-152.238171
57.5072102,-152.4504371
57.8403339,-152.6355063
48.6345365,-123.5336955
57.8049956,-152.383058
57.802053,-152.3720107
34.1899427,-118.9292369
32.3398115,-86.1794555
64.5224422,-165.378722
